carat,cut,color,clarity,depth,table,x,y,z,price
1.01,Ideal,H,SI1,61.4,60.0,6.48,6.45,3.97,4680
1.01,Very Good,I,SI1,62.1,58.0,6.37,6.39,3.96,4681
1.09,Good,D,SI2,63.8,60.0,6.57,6.49,4.16,4682
1.06,Ideal,D,SI2,61.2,57.0,6.59,6.51,4.01,4682
1.02,Ideal,F,SI2,61.6,56.0,6.52,6.49,4.01,4684
1.0,Very Good,E,SI2,59.6,62.0,6.45,6.51,3.86,4685
1.01,Good,E,SI2,58.7,63.0,6.52,6.6,3.85,4685
1.07,Ideal,J,VS2,61.7,58.0,6.58,6.55,4.05,4686
0.9,Ideal,H,VS1,61.9,56.0,6.17,6.23,3.84,4689
1.06,Premium,E,SI1,63.0,56.0,6.54,6.45,4.09,4689
1.25,Premium,J,SI2,61.5,57.0,7.0,6.93,4.28,4690
0.9,Very Good,D,SI1,59.6,62.0,6.19,6.22,3.7,4693
0.92,Ideal,D,SI1,61.8,55.0,6.25,6.28,3.87,4696
1.09,Good,F,SI2,60.3,61.0,6.64,6.69,4.02,4698
1.09,Premium,H,SI2,62.0,57.0,6.61,6.55,4.08,4700
1.14,Good,I,SI1,63.5,56.0,6.58,6.62,4.19,4702
1.0,Good,H,SI1,63.7,60.0,6.3,6.33,4.02,4702
1.5,Fair,I,I1,69.7,56.0,6.94,6.9,4.82,4704
1.0,Ideal,H,VS2,62.5,58.0,6.38,6.33,3.97,4704
1.5,Fair,I,SI2,64.9,61.0,7.14,7.09,4.62,4704
1.0,Premium,E,SI2,61.1,58.0,6.48,6.44,3.95,4704
1.03,Good,H,SI1,59.3,56.0,6.57,6.66,3.92,4705
0.9,Very Good,E,VS2,62.2,56.0,6.12,6.17,3.82,4707
1.01,Very Good,G,SI1,62.4,60.0,6.34,6.39,3.97,4707
1.01,Premium,H,SI1,62.2,54.0,6.48,6.41,4.01,4707
0.34,Ideal,D,I1,61.4,55.0,4.5,4.52,2.77,413
0.3,Fair,J,VS2,64.8,58.0,4.24,4.16,2.72,416
0.26,Ideal,I,VS1,62.5,53.0,4.08,4.11,2.56,417
0.3,Good,G,SI1,63.2,55.0,4.26,4.29,2.7,417
0.34,Good,F,SI2,63.9,56.0,4.4,4.43,2.82,417
0.26,Very Good,G,VS1,61.9,56.0,4.07,4.1,2.53,418
0.31,Very Good,I,SI1,62.8,60.0,4.29,4.31,2.7,418
0.31,Very Good,I,SI1,62.3,58.0,4.35,4.38,2.72,418
0.27,Very Good,F,VVS1,62.0,55.0,4.16,4.16,2.59,591
0.31,Ideal,F,VS2,61.8,53.0,4.36,4.38,2.7,591
0.32,Very Good,H,SI1,63.1,58.0,4.36,4.33,2.74,591
0.32,Good,H,SI1,63.7,55.0,4.33,4.3,2.75,591
0.73,Very Good,D,VVS1,61.8,61.0,5.7,5.73,3.53,4716
1.08,Premium,H,SI2,61.2,58.0,6.62,6.58,4.04,4717
1.02,Very Good,G,SI1,63.2,59.0,6.41,6.37,4.04,4718
1.25,Good,I,SI2,63.9,56.0,6.81,6.77,4.34,4725
1.1,Premium,I,SI1,61.2,61.0,6.66,6.61,4.01,4725
1.0,Premium,D,SI2,62.4,58.0,6.33,6.36,3.96,4730
1.03,Premium,E,SI2,61.8,56.0,6.5,6.47,4.01,4730
1.5,Good,G,I1,64.0,61.0,7.15,7.04,0.0,4731
1.0,Fair,H,VS1,64.1,60.0,6.3,6.22,4.01,4732
1.08,Ideal,G,SI2,62.1,57.0,6.56,6.58,4.08,4733
0.9,Premium,D,SI1,59.4,61.0,6.32,6.3,3.75,4735
0.9,Premium,D,SI1,63.0,56.0,6.14,6.09,3.85,4735
1.33,Premium,F,SI2,60.4,60.0,7.17,7.11,4.31,4737
1.31,Premium,F,SI2,62.7,61.0,7.03,6.86,4.36,4743
1.19,Premium,I,SI2,62.6,58.0,6.75,6.7,4.21,4745
1.18,Premium,H,SI1,60.1,60.0,6.89,6.75,4.1,4746
1.01,Fair,D,SI1,63.5,58.0,6.35,6.25,4.0,4751
1.01,Ideal,E,SI2,62.2,54.0,6.43,6.39,3.99,4751
1.01,Premium,E,SI2,62.6,57.0,6.35,6.33,3.97,4751
1.01,Premium,D,SI1,62.8,58.0,6.37,6.3,3.98,4751
1.01,Ideal,E,SI2,61.1,57.0,6.52,6.48,3.97,4751
1.03,Ideal,D,SI2,60.7,55.0,6.53,6.61,3.99,4752
1.01,Ideal,D,SI2,61.2,56.0,6.41,6.46,3.94,4753
1.21,Very Good,J,VS2,59.9,59.0,6.86,6.92,4.13,4754
1.02,Premium,H,SI1,59.2,58.0,6.6,6.57,3.9,4754
1.04,Ideal,F,SI2,62.1,57.0,6.48,6.46,4.02,4754
0.96,Very Good,F,SI1,62.1,62.0,6.24,6.32,3.9,4755
1.11,Premium,G,SI2,62.3,58.0,6.65,6.61,4.13,4755
1.11,Ideal,G,SI2,60.5,56.0,6.71,6.67,4.05,4755
1.08,Ideal,I,SI1,60.3,60.0,6.67,6.62,4.01,4757
1.0,Premium,D,SI2,61.6,60.0,6.37,6.33,3.91,4758
1.09,Premium,H,SI2,59.6,61.0,6.69,6.63,3.97,4761
0.9,Good,H,VVS1,63.8,59.0,6.13,6.09,3.9,4763
1.03,Premium,D,SI2,61.7,58.0,6.5,6.47,4.0,4764
1.03,Ideal,D,SI2,61.2,57.0,6.59,6.51,4.01,4764
1.07,Ideal,I,VS2,62.1,56.0,6.61,6.53,4.08,4764
1.07,Ideal,F,SI2,62.0,57.0,6.6,6.49,4.06,4764
1.02,Ideal,H,SI2,61.4,58.0,6.47,6.52,3.99,4766
1.15,Very Good,H,SI2,63.2,58.0,6.64,6.68,4.21,4767
0.9,Premium,F,VS1,59.0,58.0,6.29,6.33,3.72,4770
0.91,Fair,E,VS1,64.5,58.0,6.14,6.1,3.95,4770
1.04,Ideal,F,SI1,62.2,57.0,6.5,6.4,4.01,4770
1.01,Premium,H,SI1,59.5,59.0,6.56,6.52,3.89,4771
1.19,Premium,I,SI1,62.2,58.0,6.73,6.77,4.2,4777
1.2,Premium,J,SI1,58.5,61.0,6.95,6.89,4.05,4778
0.32,Good,F,SI1,63.8,59.0,4.33,4.29,2.75,593
0.41,Very Good,H,SI2,61.5,59.0,4.8,4.82,2.96,593
0.36,Very Good,E,SI1,63.5,58.0,4.46,4.49,2.84,593
0.31,Premium,G,SI1,58.8,62.0,4.42,4.39,2.59,593
0.31,Very Good,G,SI1,63.1,59.0,4.33,4.29,2.72,593
0.31,Good,G,SI1,63.6,57.0,4.33,4.29,2.74,593
0.31,Ideal,G,SI1,63.0,56.0,4.34,4.3,2.72,593
0.31,Premium,G,SI1,61.5,59.0,4.38,4.34,2.68,593
1.27,Ideal,J,SI2,62.6,57.0,6.88,6.85,4.3,4779
1.03,Ideal,I,SI1,62.2,54.0,6.46,6.5,4.03,4782
1.22,Good,H,SI2,61.5,64.0,6.93,6.87,4.25,4782
1.09,Good,H,SI1,63.2,57.0,6.54,6.57,4.14,4784
1.09,Ideal,H,SI1,61.9,56.0,6.61,6.64,4.1,4784
1.16,Very Good,I,SI1,62.7,57.0,6.67,6.76,4.21,4785
1.0,Good,D,SI1,65.1,54.0,6.23,6.27,4.07,4786
1.01,Ideal,E,SI2,62.2,56.0,6.42,6.45,4.0,4788
1.14,Premium,I,SI1,62.2,58.0,6.7,6.67,4.16,4788
1.14,Premium,I,SI1,60.1,60.0,6.81,6.76,4.08,4788
1.01,Premium,E,SI2,60.4,60.0,6.46,6.49,3.91,4790
1.24,Premium,I,SI1,62.4,59.0,6.89,6.87,4.29,4791
0.92,Ideal,E,SI1,61.0,55.0,6.27,6.25,3.82,4791
1.0,Premium,H,VS2,63.0,59.0,6.43,6.34,4.02,4791
1.22,Very Good,J,VS2,61.9,57.0,6.82,6.87,4.24,4793
0.91,Very Good,E,VS2,59.4,59.0,6.3,6.36,3.76,4795
1.25,Ideal,I,VS2,60.0,57.0,7.07,7.02,4.23,4795
1.02,Fair,D,SI1,66.4,60.0,6.29,6.21,4.15,4798
1.19,Ideal,H,SI2,61.7,56.0,6.83,6.78,4.2,4798
1.02,Ideal,H,VVS2,60.9,57.0,6.49,6.44,3.94,4798
1.02,Ideal,E,SI2,62.1,55.0,6.51,6.4,4.01,4798
1.01,Ideal,D,SI2,63.0,54.0,6.43,6.39,4.04,4805
1.1,Premium,I,SI1,62.7,57.0,6.6,6.55,4.12,4805
1.0,Very Good,E,SI1,63.4,58.0,6.29,6.26,3.98,4805
1.01,Good,E,SI2,58.5,61.0,6.51,6.61,3.84,4807
0.97,Premium,F,SI1,59.9,59.0,6.36,6.39,3.82,4810
1.04,Premium,G,SI1,59.2,61.0,6.68,6.63,3.94,4811
1.01,Very Good,F,SI1,62.7,56.0,6.37,6.39,4.0,4812
1.04,Ideal,H,SI1,59.7,60.0,6.61,6.59,3.94,4812
1.21,Very Good,J,VS2,60.9,58.0,6.86,6.91,4.19,4816
1.08,Very Good,F,SI1,61.3,57.0,6.62,6.6,4.05,4816
1.05,Ideal,F,SI1,61.8,57.0,6.54,6.51,4.03,4816
1.0,Premium,H,SI1,58.3,60.0,6.5,6.44,3.77,4816
1.02,Premium,H,SI1,61.2,57.0,6.54,6.5,3.99,4819
1.01,Very Good,H,VS2,62.5,57.0,6.37,6.44,4.0,4821
1.01,Good,D,SI1,64.1,60.0,6.27,6.3,4.03,4821
0.91,Good,F,VS1,63.5,56.0,6.14,6.18,3.91,4823
0.91,Very Good,E,VS2,62.9,55.0,6.13,6.17,3.87,4823
1.02,Ideal,E,SI2,61.6,55.0,6.46,6.52,4.0,4824
1.07,Very Good,E,SI2,61.6,56.0,6.54,6.6,4.05,4824
1.0,Ideal,G,SI1,62.7,56.0,6.39,6.36,4.0,4824
0.98,Very Good,H,VS2,59.9,60.0,6.45,6.38,3.84,4826
1.17,Very Good,I,SI1,62.6,58.0,6.64,6.71,4.18,4826
1.17,Good,H,SI2,63.8,58.0,6.57,6.73,4.24,4826
1.02,Premium,H,VS1,62.1,57.0,6.46,6.42,4.0,4827
1.2,Good,G,SI1,63.5,60.0,6.68,6.74,4.26,4828
1.01,Premium,F,SI1,60.3,58.0,6.53,6.61,3.96,4829
1.06,Ideal,H,SI2,62.5,57.1,6.46,6.5,4.05,4829
1.22,Premium,H,SI1,61.0,59.0,6.92,6.86,4.2,4829
1.07,Premium,H,VS2,58.9,58.0,6.7,6.65,3.93,4830
1.0,Very Good,H,SI1,62.2,59.0,6.32,6.35,3.94,4830
1.22,Premium,I,SI2,62.3,58.0,6.8,6.85,4.25,4831
1.07,Good,H,SI1,58.1,60.0,6.72,6.78,3.92,4832
1.02,Ideal,F,SI2,61.8,57.0,6.49,6.43,3.99,4832
0.93,Premium,G,VS2,62.2,59.0,6.21,6.26,3.88,4834
1.04,Ideal,I,SI1,61.7,55.0,6.5,6.54,4.02,4836
1.01,Very Good,H,SI1,63.1,59.0,6.36,6.32,4.0,4836
1.01,Premium,H,SI1,60.0,62.0,6.51,6.45,3.89,4836
1.01,Ideal,H,SI1,62.2,57.0,6.43,6.37,3.98,4836
1.01,Ideal,H,SI1,62.6,55.0,6.43,6.39,4.01,4836
1.0,Good,G,VS2,56.7,62.0,6.64,6.59,3.75,4838
1.2,Premium,J,SI1,60.6,59.0,6.88,6.84,4.16,4838
1.2,Premium,I,SI2,61.5,58.0,6.82,6.77,4.18,4838
1.08,Very Good,E,SI2,59.5,59.0,6.71,6.78,4.01,4840
1.14,Very Good,I,SI1,62.6,55.0,6.66,6.72,4.19,4840
1.07,Ideal,H,SI2,62.4,55.0,6.56,6.59,4.1,4840
1.21,Premium,J,VS2,59.9,59.0,6.92,6.86,4.13,4841
1.03,Premium,H,SI1,62.2,60.0,6.4,6.43,3.99,4843
1.03,Good,H,SI1,63.3,57.0,6.39,6.41,4.05,4843
1.0,Good,F,SI1,63.8,57.0,6.21,6.29,3.99,4844
0.9,Very Good,D,SI1,60.4,59.0,6.21,6.24,3.76,4846
0.72,Very Good,E,VVS1,61.2,57.0,5.73,5.78,3.53,4847
1.11,Very Good,G,SI2,63.2,56.0,6.61,6.56,4.16,4848
0.96,Fair,F,SI1,60.7,65.0,6.43,6.28,3.86,4849
0.31,Premium,G,SI1,60.7,60.0,4.36,4.34,2.64,593
0.31,Ideal,D,SI2,62.1,57.0,4.34,4.32,2.69,593
0.31,Very Good,D,SI2,63.1,54.0,4.38,4.33,2.75,593
0.31,Ideal,D,SI2,62.9,54.0,4.35,4.3,2.72,593
0.31,Premium,I,SI1,60.7,58.0,4.42,4.38,2.67,593
1.15,Very Good,I,SI1,62.5,60.0,6.68,6.72,4.19,4851
1.0,Very Good,F,SI1,61.4,62.0,6.32,6.36,3.89,4851
0.99,Very Good,F,SI2,61.2,56.0,6.4,6.45,3.93,4852
1.22,Ideal,F,SI2,62.0,57.0,6.88,6.83,4.25,4852
1.12,Good,I,VS2,63.8,55.0,6.63,6.57,4.21,4853
1.01,Premium,E,SI1,59.6,59.0,6.53,6.46,3.87,4853
0.9,Ideal,E,SI1,61.1,56.0,6.21,6.23,3.8,4854
1.01,Very Good,I,VS1,59.7,58.0,6.53,6.57,3.91,4858
0.71,Ideal,E,VVS1,61.0,57.0,5.75,5.76,3.51,4860
0.91,Fair,G,VS2,64.9,54.0,6.04,6.08,3.93,4860
1.22,Very Good,J,SI2,60.5,58.5,6.84,6.96,4.17,4861
1.0,Ideal,D,SI1,60.2,57.0,6.54,6.48,3.92,4861
1.15,Premium,G,SI1,62.0,58.0,6.77,6.68,4.17,4863
1.31,Good,G,SI2,63.8,56.0,7.03,6.89,4.44,4864
1.08,Premium,F,SI1,62.1,58.0,6.57,6.61,4.09,4864
1.0,Very Good,D,SI2,62.6,57.0,6.37,6.4,4.0,4867
1.16,Very Good,I,VS2,62.6,59.0,6.63,6.69,4.17,4869
1.16,Ideal,I,VS2,59.3,56.0,6.84,6.88,4.07,4869
0.92,Ideal,E,SI2,62.3,56.0,6.21,6.25,3.88,4871
1.01,Ideal,I,SI1,60.0,60.0,6.53,6.57,3.93,4872
1.16,Premium,H,SI2,61.8,58.0,6.81,6.75,4.19,4872
1.01,Premium,G,SI1,62.6,59.0,6.38,6.3,3.97,4872
1.03,Ideal,G,SI2,61.8,55.0,6.5,6.52,4.02,4873
1.03,Premium,H,VS1,59.2,58.0,6.66,6.61,3.92,4874
1.15,Ideal,G,SI2,62.4,56.0,6.7,6.74,4.19,4877
1.01,Premium,E,SI2,60.4,60.0,6.49,6.46,3.91,4878
1.21,Ideal,J,VS2,62.2,57.0,6.78,6.82,4.23,4879
1.21,Ideal,I,SI2,64.6,56.0,6.67,6.62,4.29,4879
1.21,Premium,I,SI2,62.1,59.0,6.86,6.8,4.24,4879
1.02,Ideal,G,SI1,60.5,59.0,6.55,6.51,3.95,4882
1.14,Premium,G,SI2,60.4,59.0,6.8,6.78,4.1,4884
0.9,Ideal,G,VS2,60.8,57.0,6.26,6.17,3.78,4884
1.01,Ideal,I,VS2,61.3,53.0,6.52,6.54,4.0,4887
1.2,Ideal,I,SI2,59.6,61.0,6.95,6.97,4.15,4890
1.2,Very Good,J,SI1,61.3,59.0,6.83,6.9,4.21,4891
0.91,Premium,F,VS2,62.2,58.0,6.21,6.17,3.85,4892
1.05,Very Good,I,VS2,63.2,56.0,6.47,6.51,4.1,4895
1.1,Ideal,F,SI2,60.4,55.0,6.77,6.73,4.08,4897
0.9,Very Good,F,VS1,62.1,58.0,6.15,6.19,3.83,4898
0.9,Good,F,VS1,62.8,60.0,6.11,6.15,3.85,4898
1.03,Ideal,H,SI1,62.0,56.0,6.43,6.5,4.01,4900
1.0,Very Good,F,SI2,62.6,59.0,6.34,6.38,3.98,4901
0.94,Very Good,D,SI1,58.4,58.0,6.41,6.51,3.77,4902
1.03,Very Good,G,SI1,63.1,58.0,6.41,6.37,4.03,4903
1.14,Very Good,J,VS1,61.5,59.0,6.64,6.75,4.11,4905
1.01,Good,H,VS2,59.6,64.0,6.53,6.45,3.87,4909
1.01,Premium,H,VS2,62.3,60.0,6.32,6.27,3.92,4909
1.04,Very Good,H,VS2,63.2,58.0,6.45,6.42,4.07,4911
1.12,Very Good,I,VS2,63.9,52.0,6.58,6.65,4.23,4914
1.17,Good,H,SI2,63.8,58.0,6.73,6.57,4.24,4914
1.17,Premium,I,SI1,62.6,58.0,6.71,6.64,4.18,4914
1.2,Fair,F,SI2,65.1,58.0,6.62,6.56,4.29,4915
1.15,Very Good,F,SI2,63.1,63.0,6.67,6.57,4.18,4915
1.01,Ideal,D,SI2,61.3,54.0,6.47,6.52,3.99,4916
1.14,Ideal,H,SI1,62.2,57.0,6.73,6.67,4.17,4916
1.1,Premium,H,SI1,61.6,56.0,6.66,6.61,4.09,4916
1.33,Fair,E,SI2,65.0,57.0,6.93,6.89,4.49,4916
0.91,Ideal,H,SI1,62.1,57.0,6.18,6.21,3.85,4919
1.22,Premium,I,SI2,62.3,58.0,6.85,6.8,4.25,4919
0.9,Ideal,E,SI1,61.7,57.0,6.18,6.24,3.83,4921
0.33,Premium,E,SI2,59.7,58.0,4.53,4.48,2.69,594
0.28,Very Good,F,VVS2,61.8,60.0,4.16,4.19,2.58,596
0.4,Ideal,H,SI2,61.9,58.0,4.71,4.73,2.92,596
0.34,Very Good,G,VS2,62.9,55.0,4.45,4.52,2.82,596
0.34,Ideal,E,SI1,62.7,55.0,4.46,4.47,2.8,596
1.01,Ideal,E,SI2,61.9,56.0,6.46,6.43,3.99,4921
0.91,Very Good,H,VS2,62.6,57.0,6.15,6.21,3.87,4922
1.13,Very Good,E,SI1,62.7,57.0,6.62,6.65,4.16,4922
0.91,Ideal,G,SI1,60.8,58.0,6.21,6.29,3.8,4922
0.9,Ideal,H,VVS2,62.0,57.0,6.15,6.2,3.83,4924
1.02,Ideal,H,SI1,61.9,57.0,6.4,6.46,3.98,4924
1.15,Ideal,I,SI1,62.3,57.0,6.74,6.67,4.18,4925
1.2,Ideal,J,VS2,62.3,57.0,6.82,6.75,4.23,4927
1.01,Good,E,SI1,56.9,61.0,6.65,6.6,3.77,4928
1.13,Premium,E,SI2,61.4,59.0,6.78,6.7,4.14,4936
1.27,Ideal,G,SI2,58.8,56.0,7.16,7.06,4.18,4936
1.4,Premium,J,SI1,62.9,59.0,7.16,7.07,4.48,4939
1.0,Very Good,F,SI1,63.4,61.0,6.35,6.29,4.01,4939
1.0,Premium,F,SI1,61.4,62.0,6.36,6.32,3.89,4939
1.11,Ideal,F,SI2,61.7,55.0,6.66,6.63,4.1,4942
1.07,Premium,E,SI2,61.3,59.0,6.58,6.64,4.05,4943
0.9,Very Good,D,SI2,62.5,55.0,6.16,6.2,3.86,4946
1.07,Premium,D,SI2,62.6,61.0,6.49,6.42,4.04,4949
1.14,Ideal,I,SI1,62.2,56.0,6.65,6.7,4.15,4953
1.07,Ideal,F,SI2,61.6,56.0,0.0,6.62,0.0,4954
1.12,Ideal,G,SI2,62.2,55.0,6.68,6.64,4.14,4955
1.0,Ideal,G,SI1,62.0,57.0,6.39,6.32,3.94,4956
1.18,Premium,H,SI2,58.7,60.0,7.01,6.93,4.09,4956
1.0,Premium,G,SI1,63.0,59.0,6.44,6.32,4.02,4956
0.95,Ideal,H,SI1,61.9,56.0,6.31,6.35,3.92,4958
1.02,Premium,H,VS2,61.0,60.0,6.5,6.46,3.95,4958
1.09,Very Good,I,VS2,62.0,56.0,6.57,6.59,4.08,4959
1.13,Very Good,H,SI1,60.1,60.0,6.73,6.77,4.06,4959
1.23,Ideal,J,SI1,63.1,58.0,6.8,6.74,4.27,4959
0.9,Very Good,F,VS1,62.5,58.0,6.1,6.15,3.83,4961
0.93,Premium,F,VS2,61.7,58.0,6.22,6.29,3.86,4961
1.1,Ideal,I,VS2,61.8,56.0,6.65,6.6,4.1,4962
1.01,Premium,H,SI1,60.0,58.0,6.6,6.54,3.94,4965
1.1,Good,I,VS1,63.7,60.0,6.61,6.45,4.16,4967
1.01,Very Good,F,SI1,62.1,57.0,6.41,6.48,4.0,4969
1.01,Premium,F,SI1,62.3,59.0,6.38,6.4,3.98,4969
0.91,Premium,E,VS1,62.8,60.0,6.11,6.08,3.83,4969
1.09,Ideal,G,SI1,62.2,56.0,6.6,6.55,4.09,4970
0.94,Ideal,E,SI2,61.6,57.0,6.29,6.31,3.88,4972
1.14,Premium,D,SI2,60.3,58.0,6.79,6.71,4.07,4972
1.35,Premium,J,VS2,61.2,61.0,7.13,7.08,4.35,4974
1.05,Premium,G,SI1,60.3,57.0,6.64,6.59,3.99,4974
1.01,Premium,H,SI1,60.4,60.0,6.55,6.47,3.93,4977
1.01,Ideal,H,SI1,62.3,55.0,6.43,6.37,3.99,4977
1.14,Premium,H,SI1,59.2,58.0,6.86,6.8,4.04,4980
1.04,Premium,H,SI1,58.7,61.0,6.62,6.57,3.87,4980
1.02,Ideal,E,SI2,62.6,54.6,6.4,6.44,4.02,4983
1.06,Premium,H,SI1,61.0,58.0,6.57,6.61,4.02,4984
1.01,Ideal,E,SI2,62.2,55.0,6.4,6.43,3.99,4984
1.01,Good,E,SI1,63.3,58.0,6.37,6.39,4.04,4986
1.12,Premium,I,VS2,62.8,57.0,6.68,6.61,4.17,4986
1.02,Ideal,G,SI1,62.2,57.0,6.43,6.49,4.02,4988
1.08,Ideal,E,SI2,61.7,57.0,6.55,6.6,4.06,4989
1.01,Premium,F,SI1,59.5,62.0,6.53,6.45,3.86,4989
1.01,Premium,I,VVS1,62.0,59.0,6.39,6.32,3.94,4989
1.21,Very Good,J,SI1,61.6,59.0,6.8,6.83,4.2,4990
1.25,Premium,G,SI2,62.8,57.0,6.86,6.78,4.28,4991
1.23,Good,J,SI2,63.2,57.5,6.74,6.82,4.29,4992
1.06,Very Good,F,SI1,62.3,56.0,6.5,6.57,4.07,4995
1.1,Good,G,SI1,63.4,57.0,6.52,6.55,4.14,4997
1.13,Good,F,SI2,56.5,62.0,6.93,6.88,3.9,4998
0.34,Premium,G,VS2,60.2,58.0,4.51,4.56,2.73,596
0.34,Very Good,I,VVS2,61.3,57.0,4.49,4.52,2.76,596
0.34,Premium,G,VS2,60.3,59.0,4.49,4.53,2.72,596
0.34,Ideal,G,VS2,62.2,53.0,4.46,4.51,2.79,596
0.34,Ideal,E,SI1,62.3,57.0,4.48,4.51,2.8,596
0.34,Ideal,G,VS2,61.5,56.0,4.47,4.5,2.76,596
0.34,Premium,G,VS2,61.2,59.0,4.43,4.49,2.73,596
0.34,Ideal,G,VS2,62.5,57.0,4.46,4.5,2.8,596
0.34,Ideal,H,VS1,62.1,57.0,4.48,4.51,2.79,596
1.17,Ideal,I,SI2,61.8,54.0,6.78,6.82,4.2,4999
1.01,Very Good,I,SI2,62.2,59.0,6.36,6.41,3.97,5000
1.01,Very Good,I,SI2,63.4,57.0,6.3,6.39,4.02,5000
1.12,Ideal,E,SI2,60.5,55.0,6.73,6.79,4.09,5000
1.24,Ideal,F,SI2,60.0,56.0,7.03,7.0,4.21,5000
1.07,Ideal,I,SI1,61.7,56.1,6.57,6.59,4.06,5002
1.2,Ideal,J,SI1,62.1,55.0,6.81,6.84,4.24,5002
1.01,Very Good,E,SI1,63.1,60.0,6.37,6.34,4.01,5002
1.17,Premium,H,SI1,62.3,57.0,6.75,6.71,4.19,5004
1.0,Good,D,SI1,60.4,64.0,6.3,6.39,3.83,5005
1.01,Premium,G,SI1,62.2,58.0,6.42,6.4,3.99,5006
1.15,Ideal,G,VS2,62.2,54.0,6.74,6.65,4.17,5008
1.0,Very Good,I,VS1,61.1,59.9,6.37,6.41,3.9,5009
1.11,Ideal,J,VS1,61.3,55.0,6.65,6.75,4.11,5012
0.9,Ideal,H,VS1,62.1,56.0,6.15,6.2,3.83,5013
1.0,Good,D,SI1,64.8,58.0,6.23,6.27,4.05,5013
1.2,Very Good,J,VS1,59.1,61.0,6.94,7.0,4.12,5016
1.0,Good,I,VS1,63.7,56.0,6.34,6.32,4.03,5018
1.17,Ideal,H,SI2,62.3,57.0,6.74,6.78,4.21,5019
1.01,Ideal,H,SI1,60.4,58.0,6.5,6.54,3.94,5020
1.06,Ideal,H,SI1,62.1,56.0,6.51,6.57,4.06,5020
1.27,Ideal,J,SI2,61.2,56.0,6.99,6.95,4.27,5021
1.39,Ideal,F,SI2,62.2,56.0,7.2,7.15,4.46,5021
1.09,Ideal,G,SI1,62.2,56.0,6.6,6.55,4.09,5022
1.01,Ideal,I,VS1,62.5,59.0,6.33,6.41,3.98,5022
0.91,Ideal,G,VS2,61.4,57.0,6.23,6.28,3.84,5023
1.03,Very Good,G,SI1,62.6,56.0,6.41,6.44,4.02,5024
0.7,Premium,D,IF,60.0,59.0,5.75,5.81,3.47,5027
1.32,Premium,E,I1,62.2,58.0,7.05,6.97,4.36,5027
1.01,Ideal,H,VS2,61.9,57.0,6.42,6.48,3.99,5028
0.97,Ideal,D,SI1,62.8,56.0,6.24,6.3,3.94,5028
1.22,Very Good,J,SI1,62.2,59.0,6.77,6.8,4.22,5029
0.86,Good,D,VVS1,64.3,53.0,6.02,6.12,3.89,5029
1.23,Ideal,J,VS2,61.5,57.0,6.85,6.9,4.23,5030
1.07,Premium,H,SI1,60.0,60.0,6.61,6.65,3.98,5031
1.07,Ideal,H,SI1,60.9,57.0,6.61,6.68,4.05,5031
1.14,Very Good,F,SI2,59.2,63.0,6.78,6.86,4.04,5033
1.1,Ideal,I,SI1,62.1,57.0,6.6,6.64,4.11,5037
1.02,Very Good,F,SI1,62.1,63.0,6.48,6.36,3.99,5038
1.25,Premium,I,SI2,61.0,60.0,6.98,6.93,4.24,5040
1.0,Premium,E,SI1,61.2,58.0,6.39,6.35,3.9,5040
1.21,Fair,H,VS2,64.5,56.0,6.7,6.66,4.31,5041
1.22,Premium,J,SI1,61.9,58.0,6.87,6.84,4.24,5042
1.08,Premium,G,SI1,59.4,60.0,6.7,6.63,3.96,5044
1.24,Very Good,J,SI1,61.6,60.0,6.89,6.95,4.26,5045
1.06,Very Good,H,SI1,59.1,58.0,6.66,6.71,3.95,5048
1.03,Very Good,H,SI1,60.4,60.0,6.41,6.53,3.91,5050
1.01,Premium,H,VS2,62.6,61.0,6.33,6.29,3.95,5050
1.11,Ideal,J,VS2,61.7,54.0,6.64,6.69,4.11,5051
0.65,Ideal,D,VVS1,60.9,57.0,5.58,5.61,3.41,5052
1.14,Very Good,H,VS2,59.9,57.0,6.78,6.81,4.07,5053
1.2,Premium,J,VS2,62.6,57.0,6.8,6.72,4.23,5053
1.01,Good,D,SI1,63.9,62.0,6.25,6.31,4.01,5055
1.01,Good,D,SI1,63.9,61.0,6.28,6.31,4.02,5055
1.02,Ideal,E,SI1,60.7,57.0,6.55,6.51,3.97,5055
0.91,Premium,E,VS2,61.1,58.0,6.28,6.2,3.81,5055
1.1,Premium,H,SI1,60.4,60.0,6.72,6.68,4.05,5056
1.07,Ideal,H,VS1,60.2,57.0,6.61,6.55,3.96,5063
1.29,Ideal,D,I1,61.3,56.0,6.99,7.05,4.3,5065
1.34,Very Good,E,SI2,62.1,63.0,7.06,7.01,4.37,5065
1.01,Very Good,F,SI2,61.0,60.0,6.42,6.46,3.93,5067
0.34,Premium,G,VS2,61.0,58.0,4.46,4.49,2.73,596
0.4,Very Good,J,VS2,62.5,60.0,4.67,4.71,2.93,596
0.34,Ideal,G,VS2,61.8,56.0,4.48,4.52,2.78,596
1.01,Ideal,E,SI1,62.2,56.0,6.43,6.4,3.99,5068
1.2,Ideal,J,SI1,61.9,57.0,6.8,6.87,4.23,5071
1.54,Premium,H,I1,62.0,60.0,7.4,7.32,4.56,5071
1.09,Very Good,I,VS2,62.6,57.0,6.55,6.62,4.12,5072
1.1,Very Good,E,SI2,63.0,56.0,6.59,6.55,4.14,5073
1.51,Fair,I,I1,65.7,61.0,7.08,7.02,4.63,5074
